"homeID","gender","age","edu","hhtype","income_cat","income","mode","house_price","dis_to_subway","POI","dis_to_cbd","AveIncome","dis_to_Yuyuantan","dis_to_Kunminghu","newPOI","ncoffee"
1016,"男","31~40岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"其他",4576736.2,874.8598903,99,17655.69791,56075,17915.6132187,13535.3771454,1075,24
1017,"男","41~50岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"公交车",4469749.2,874.2137284,117,9862.996449,84770,15368.7169183,23036.1863127,1960,126
1018,"男","31~40岁","本科（大专）","独居","7000元 ~ 1万元",8500,"地铁",1220930.7,1848.696896,52,12851.61384,53454,14488.7177143,26469.586329,620,8
1019,"女","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"地铁",576655.2,2195.826307,31,25894.96378,47594,23167.8730065,31101.6022415,357,8
1020,"女","18~30岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"自行车/电动自行车",1628266.2,926.3294349,50,20257.36903,49695,25791.9691254,32472.3363399,935,15
1021,"女","31~40岁","硕士","独居","2 ~ 3万元",25000,"地铁",1800249,601.1236627,79,5082.336337,96949,5002.09817815,11492.5323496,2029,91
1022,"女","31~40岁","硕士","伴侣同住","3 ~ 5万元",40000,"私家车",4521211.2,902.710987,147,10131.65404,93478,6725.00842239,6110.2540742,2164,161
1023,"女","18~30岁","硕士","伴侣同住","2 ~ 3万元",25000,"地铁",2525674.8,982.7922156,31,18155.04215,56075,18113.5418305,13022.6451147,1090,17
1024,"女","18~30岁","硕士","独居","7000元以下",3500,"步行",1452966.9,528.8343921,174,8325.513081,93478,6826.95368832,8683.22727759,1547,97
1025,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"私家车",2150141.4,886.5545646,58,10550.05804,84770,15489.9102313,26759.3665722,825,4
1026,"女","31~40岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"自行车/电动自行车",1792484.6,514.5819585,178,20293.66327,53454,21304.034337,32934.3297138,910,6
1027,"女","31~40岁","本科（大专）","伴侣同住","2 ~ 3万元",25000,"公交车",4305754.2,898.7464819,80,4849.419697,96949,4851.49173211,16919.9264309,1585,42
1028,"男","18~30岁","博士及以上","伴侣携子女","1 ~ 2万元",15000,"地铁",4527019.2,953.092217,184,10190.28074,84770,14587.2328315,19719.9848132,977,84
1029,"女","18~30岁","硕士","独居","7000元 ~ 1万元",8500,"地铁",1383082.8,384.3364602,134,9759.156554,72170,8661.69751032,20054.9868583,920,36
1030,"男","18~30岁","硕士","与父母同住","7000元以下",3500,"公交车",5262790.5,208.4717941,90,8501.930969,93478,2803.52732146,11283.0967961,1311,52
1031,"男","31~40岁","本科（大专）","与父母同住","2 ~ 3万元",25000,"私家车",2167783.2,568.6172556,145,12289.99536,72170,11244.255338,22329.9792143,872,35
1032,"男","31~40岁","博士及以上","独居","1 ~ 2万元",15000,"地铁",1398388.2,1192.077002,99,12443.93239,84770,17957.2613567,25290.9582341,1221,72
1033,"男","31~40岁","本科（大专）","与父母同住","3 ~ 5万元",40000,"私家车",5580491.4,289.0171882,75,4346.233823,89804,7398.61372764,19268.5649672,1442,54
1034,"男","31~40岁","硕士","独居","3 ~ 5万元",40000,"公交车",1406859.3,1065.648811,17,19289.51464,56075,16203.0451836,5210.53185016,513,33
1035,"男","18~30岁","本科（大专）","独居","7000元以下",3500,"步行",1773057,420.4074119,51,12461.37285,93478,10141.8975761,5635.37186738,876,70
1036,"男","18~30岁","硕士","独居","5万元以上",60000,"步行",1328141.1,917.5329382,42,16773.12815,93478,12740.0296825,733.260262794,485,21
1037,"女","31~40岁","本科（大专）","独居","1 ~ 2万元",15000,"地铁",937823.7,2955.490025,13,22879.61205,56075,22719.766441,16120.6799169,240,4
1038,"女","31~40岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"自行车/电动自行车",5023425,561.9736324,119,3772.87084,96949,1985.35247792,13373.3047538,1629,127
1039,"女","31~40岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"公交车",1727786.1,1665.384205,4,25385.35747,47594,22717.2466581,30787.3121083,327,9
1040,"女","31~40岁","博士及以上","伴侣同住","1 ~ 2万元",15000,"私家车",2527786.8,562.1093369,138,16352.1616,56075,16010.0627058,11150.0936135,785,18
1041,"女","31~40岁","本科（大专）","独居","7000元 ~ 1万元",8500,"地铁",1409664.3,290.025542,98,14704.37103,93478,12634.3475521,5985.13159201,924,25
1042,"男","31~40岁","硕士","伴侣同住","1 ~ 2万元",15000,"私家车",2584045.2,1390.804612,41,12055.92372,84770,17414.2332123,24273.6468898,1115,60
1043,"女","18~30岁","本科（大专）","与父母同住","7000元以下",3500,"公交车",3832983,219.9474168,238,1012.308792,89804,6740.4070983,16860.1245848,2477,121
1044,"男","31~40岁","硕士","伴侣同住","2 ~ 3万元",25000,"私家车",1816867.8,0,159,2595.029235,89804,8342.8987674,18208.174595,2463,173
1045,"男","18~30岁","硕士","伴侣同住","7000元 ~ 1万元",8500,"地铁",3109748.4,606.3607271,45,10584.80466,72170,7614.56681832,17869.7962975,1027,14
1046,"女","31~40岁","博士及以上","伴侣同住","1 ~ 2万元",15000,"私家车",2527786.8,562.1093369,138,16352.1616,56075,16010.0627058,11150.0936135,785,18
1047,"男","31~40岁","高中及以下","伴侣携子女","7000元 ~ 1万元",8500,"私家车",3217984.7,712.4429807,4,14743.1692,84770,20469.2339068,29959.9794636,619,6
1048,"女","18~30岁","硕士","伴侣同住","7000元以下",3500,"地铁",2479455,0,83,14761.86465,93478,9061.57474058,11356.6847049,545,12
1049,"男","31~40岁","高中及以下","与父母同住","7000元 ~ 1万元",8500,"公交车",0,79.64819818,212,2034.339914,96949,6645.81713281,17887.1301887,1709,60
1050,"女","41~50岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"公交车",3318704.4,449.2791104,115,6463.071928,84770,8726.92631065,13532.990376,1859,101
1051,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"自行车/电动自行车",5019161.4,293.5288156,502,5441.85623,84770,10349.5401593,17861.2885888,3349,307
1052,"女","18~30岁","硕士","伴侣同住","1 ~ 2万元",15000,"地铁",3266016.6,460.5895292,100,7872.038512,84770,13510.7785122,23730.6803385,1680,59
1053,"女","31~40岁","博士及以上","独居","5万元以上",60000,"私家车",1793022,1080.044913,98,4645.862098,96949,2908.43889386,14977.1083977,1756,72
1054,"女","31~40岁","本科（大专）","独居","3 ~ 5万元",40000,"地铁",1496064.9,247.1292451,147,2683.51257,89804,8441.47710809,18412.3660784,2381,160
1055,"女","18~30岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"地铁",5085385.8,702.4287944,393,5446.406318,84770,10518.2508165,18251.1718141,3340,320
1056,"女","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"私家车",6255664.8,790.5289944,109,10743.47063,93478,7144.54330179,5480.83126938,1906,146
1058,"男","31~40岁","硕士","伴侣同住","1 ~ 2万元",15000,"自行车/电动自行车",4243635,265.3179816,55,8773.198897,84770,8863.13097,10391.6226525,1360,68
1059,"男","18~30岁","硕士","与父母同住","1 ~ 2万元",15000,"公交车",3789739.8,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118
1060,"男","18~30岁","硕士","独居","1 ~ 2万元",15000,"公交车",1263246.6,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118
1061,"女","31~40岁","博士及以上","伴侣同住","7000元以下",3500,"自行车/电动自行车",2946365.4,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93
1062,"男","18~30岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"私家车",3889967.4,890.6118647,124,5991.373205,93478,2584.05971565,14372.431986,1486,57
1063,"女","31~40岁","本科（大专）","伴侣携子女","7000元以下",3500,"自行车/电动自行车",5164434.3,818.3806821,140,11373.64227,84770,13734.4061697,15397.8841275,1113,81
1064,"男","41~50岁","博士及以上","独居","1 ~ 2万元",15000,"地铁",100399.2,662.2824702,35,12860.34627,72170,11091.1064565,21671.725713,863,34
1065,"男","31~40岁","硕士","伴侣同住","2 ~ 3万元",25000,"私家车",2380375.8,227.9452171,153,10605.17046,93478,6685.97037831,5627.2393861,1739,149
1066,"女","41~50岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"私家车",2015811.6,862.4339347,50,18541.34059,53454,19048.8446648,30502.4245834,673,14
1067,"女","18~30岁","本科（大专）","与父母同住","1 ~ 2万元",15000,"地铁",0,666.7999019,211,3379.235072,89804,6749.66679543,14543.9466994,2926,142
1068,"男","31~40岁","博士及以上","伴侣同住","1 ~ 2万元",15000,"地铁",2922433.8,0,129,5150.446865,72170,7638.26784692,19629.7812574,1352,42
1069,"男","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"地铁",6716622,774.6153433,104,4475.304401,96949,1286.07383387,12825.2316817,1526,113
1070,"男","31~40岁","本科（大专）","独居","2 ~ 3万元",25000,"地铁",1170793.8,460.8797727,88,10950.62707,93478,7154.07147594,5261.63312502,1591,139
1071,"女","31~40岁","硕士","三代及以上同住","7000元 ~ 1万元",8500,"地铁",3442942.8,949.0710926,9,19567.56371,47594,16795.3068665,25386.7657031,163,0
1072,"男","18~30岁","硕士","其他","7000元以下",3500,"步行",3973851,45.86306009,146,7656.357941,84770,7225.40635484,10009.3752829,1589,65
1073,"女","18~30岁","博士及以上","独居","7000元 ~ 1万元",8500,"自行车/电动自行车",2046828.3,398.2254381,60,10306.34342,84770,9094.88236265,8152.83255694,1062,61
1074,"女","18~30岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"公交车",4675789.8,358.6366472,125,10999.55039,84770,14476.822054,17869.0790251,1877,177
1075,"男","31~40岁","本科（大专）","独居","3 ~ 5万元",40000,"自行车/电动自行车",1508565.3,643.2405715,264,3922.178398,89804,6533.28788944,13789.9911966,2672,128
1076,"男","31~40岁","博士及以上","独居","2 ~ 3万元",25000,"地铁",1895737.8,828.6453542,161,6730.215996,84770,10142.6806179,15513.7172524,2076,164
1077,"女","31~40岁","博士及以上","三代及以上同住","7000元 ~ 1万元",8500,"自行车/电动自行车",7813188.9,965.3491087,78,7580.052029,93478,3714.52849275,8769.7221044,1813,105
1078,"男","18~30岁","硕士","独居","1 ~ 2万元",15000,"地铁",1537148.25,1267.437968,16,15222.99317,93478,10198.8199234,3682.78341971,254,3
1079,"女","18~30岁","硕士","与父母同住","2 ~ 3万元",25000,"地铁",7520267.7,0,59,9841.702914,93478,4271.03759203,8657.73212563,1025,54
1080,"男","18~30岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"私家车",5834951.1,890.6118647,124,5991.373205,93478,2584.05971565,14372.431986,1486,57
1081,"男","31~40岁","博士及以上","与父母同住","7000元 ~ 1万元",8500,"地铁",4787956.8,653.6367282,53,15380.58292,84770,15492.1152761,11852.3125862,1142,24
1082,"女","31~40岁","硕士","三代及以上同住","1 ~ 2万元",15000,"地铁",0,581.2667321,169,2582.505865,96949,5422.68570202,14119.9661134,2671,125
1083,"男","18~30岁","硕士","独居","2 ~ 3万元",25000,"出租车/网约车",2214973.2,605.0049564,317,4361.031329,84770,9750.57024744,18316.3845572,3284,333
1084,"男","31~40岁","硕士","三代及以上同住","1 ~ 2万元",15000,"自行车/电动自行车",4287581.1,559.4381102,29,12943.63589,93478,10828.934227,5914.65990142,793,38
1085,"女","41~50岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"私家车",3595515,570.2108201,96,4770.920214,96949,4927.84839397,11784.5562778,2096,93
1086,"女","41~50岁","本科（大专）","伴侣携子女","3 ~ 5万元",40000,"私家车",4675805,599.8001844,70,10529.30743,84770,10627.0266733,10369.4948226,1036,60
1087,"女","41~50岁","本科（大专）","伴侣携子女","2 ~ 3万元",25000,"地铁",3382316.4,166.4514291,91,13905.6056,84770,19411.4042106,26541.0889868,921,41
1088,"女","41~50岁","本科（大专）","伴侣携子女","7000元以下",3500,"私家车",6324849,591.9957448,141,8389.683335,93478,5592.02827663,7893.82542392,1825,139
1089,"男","31~40岁","博士及以上","独居","7000元 ~ 1万元",8500,"地铁",1623583.5,1485.289664,45,24933.73381,49695,30438.2455372,36670.5716151,481,18
1090,"女","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"步行",1317046.5,818.6209156,13,17070.45034,84770,22700.0835396,30116.271298,888,24
1091,"女","18~30岁","硕士","独居","1 ~ 2万元",15000,"出租车/网约车",2333717.1,800.0652882,33,13414.36733,84770,15144.1477424,14936.2553882,586,30
1092,"女","31~40岁","硕士","三代及以上同住","7000元 ~ 1万元",8500,"私家车",3395828.7,2666.023588,49,25017.14056,49695,30387.2658,36009.5434479,354,9
1093,"男","18~30岁","本科（大专）","独居","2 ~ 3万元",25000,"私家车",1925206.8,499.0718495,163,8612.514851,93478,3117.11733046,9293.85265056,1154,75
1094,"女","18~30岁","本科（大专）","三代及以上同住","7000元以下",3500,"地铁",3269514.6,536.3868678,34,22176.1866,49695,27736.5034385,34417.3992368,1130,21
1095,"女","18~30岁","硕士","独居","1 ~ 2万元",15000,"地铁",908704.5,500.7590981,156,7397.690029,84770,12756.0396381,23563.0883036,1604,24
1096,"男","18~30岁","博士及以上","伴侣同住","1 ~ 2万元",15000,"地铁",3657244.8,602.2351769,44,16337.33001,84666,10687.9691273,12545.7327174,870,14
1097,"男","31~40岁","本科（大专）","独居","7000元 ~ 1万元",8500,"公交车",1033414.8,552.4387576,126,2455.017406,96949,4999.05225188,16658.6480529,1775,103
1098,"女","18~30岁","本科（大专）","三代及以上同住","1 ~ 2万元",15000,"公交车",3817974.6,1058.984055,57,23400.24606,56075,20315.4967507,8815.83890174,746,7
1099,"男","18~30岁","硕士","独居","1 ~ 2万元",15000,"公交车",1263246.6,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118
1100,"女","41~50岁","硕士","独居","1 ~ 2万元",15000,"地铁",2068364.1,655.2549516,91,12759.37259,84770,14751.9795749,15234.1659816,779,42
1101,"女","18~30岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"私家车",3377193.6,1022.742993,109,17169.37832,84666,11672.3518354,14275.2646197,908,18
1102,"男","41~50岁","本科（大专）","三代及以上同住","5万元以上",60000,"自行车/电动自行车",7779271.5,439.3143205,163,5671.61105,96949,4211.0479854,16180.2089368,1684,53
1103,"男","31~40岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"私家车",2240799,2263.801252,10,22877.78589,93478,19020.5614407,6960.04555877,97,8
1104,"男","41~50岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"私家车",2902128.2,0,123,18484.82648,56075,18138.1769256,12388.5022287,973,13
1105,"男","41~50岁","硕士","伴侣同住","3 ~ 5万元",40000,"私家车",5796040.8,507.2729208,68,5746.180382,96949,2100.27621618,10778.0435237,1549,78
1106,"男","18~30岁","本科（大专）","伴侣同住","7000元以下",3500,"地铁",2305954.2,726.664751,121,10794.41844,72170,7377.73253615,17227.5190278,959,12
1107,"男","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"地铁",1267830.3,0,99,18341.42907,56075,16595.8666869,8372.71642316,1078,18
1108,"男","18~30岁","本科（大专）","独居","7000元以下",3500,"自行车/电动自行车",1624012.5,960.2885055,148,6772.009169,84770,10302.5675666,15751.3781716,2193,176
1109,"男","31~40岁","本科（大专）","伴侣携子女","2 ~ 3万元",25000,"私家车",4992823.5,1009.218951,38,8219.596436,84770,13524.9305595,20937.3449026,1966,135
1110,"男","41~50岁","硕士","伴侣携子女","1 ~ 2万元",15000,"地铁",5522720.4,861.9022764,120,15598.91496,93478,12222.7879037,2461.83513292,698,51
1111,"男","51~60岁","硕士","与父母同住","1 ~ 2万元",15000,"私家车",4285036.8,125.0446597,324,5835.568444,84770,11594.0176938,21192.3383134,2340,212
1112,"男","31~40岁","博士及以上","三代及以上同住","1 ~ 2万元",15000,"私家车",5514844.5,889.2296195,103,16469.73559,84770,21905.0974371,28482.8277907,1082,37
1113,"女","18~30岁","本科（大专）","独居","2 ~ 3万元",25000,"私家车",2262103.8,539.9907777,117,6214.640954,84770,9656.86232979,15367.3224353,2212,153
1114,"男","31~40岁","博士及以上","伴侣携子女","1 ~ 2万元",15000,"私家车",4148721.8,714.4248002,100,9011.851874,93478,4286.78302185,7782.01963036,1719,133
1115,"女","18~30岁","本科（大专）","独居","1 ~ 2万元",15000,"地铁",838912.8,570.3579967,54,23213.16128,49695,28954.2788781,36965.9845123,344,14
1116,"男","18~30岁","硕士","独居","1 ~ 2万元",15000,"自行车/电动自行车",1952052.3,403.9606906,130,7058.582588,84770,12168.496076,19465.651534,2573,298
1117,"男","18~30岁","本科（大专）","与父母同住","7000元 ~ 1万元",8500,"地铁",6826752.9,620.3352133,100,4622.515182,96949,4471.41526684,16539.7470732,1681,56
1118,"女","18~30岁","硕士","与父母同住","7000元 ~ 1万元",8500,"出租车/网约车",7242859.8,452.0072298,103,8896.062226,84770,10360.5334123,12644.5010253,1685,82
1119,"男","18~30岁","本科（大专）","三代及以上同住","7000元以下",3500,"地铁",8302070.7,606.1398097,81,5651.513067,96949,2150.92901546,10839.4740548,1544,80
1120,"女","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"地铁",2322427.8,173.696022,279,10446.47878,93478,7578.83789915,6099.78444746,1724,139
1121,"女","18~30岁","博士及以上","独居","1 ~ 2万元",15000,"步行",1395457.8,574.4439303,77,14036.60464,84770,19632.1665267,27137.2385986,1043,43
1122,"男","18~30岁","硕士","与父母同住","1 ~ 2万元",15000,"公交车",3789739.8,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118
1123,"女","18~30岁","本科（大专）","独居","7000元以下",3500,"地铁",1796668.5,663.2593377,97,6261.317387,72170,10451.9977419,22115.8270401,1793,26
1124,"男","18~30岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"地铁",1071062.66666667,637.2566513,2,30050.26637,45548,32567.2220991,30145.6929142,232,4
1125,"女","41~50岁","硕士","独居","2 ~ 3万元",25000,"地铁",1205354.7,0,84,10647.38512,93478,4899.26624884,10319.6634896,866,30
1126,"女","31~40岁","硕士","独居","1 ~ 2万元",15000,"地铁",1181076.6,640.9278831,84,12576.31891,84666,7433.56240121,13977.2442776,1090,16
1128,"男","41~50岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"公交车",1962246,545.5780217,27,13977.65644,84770,18526.0405721,23012.3408569,362,7
1129,"男","18~30岁","硕士","伴侣携子女","1 ~ 2万元",15000,"公交车",3177256.6,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118
1130,"男","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"私家车",4308229.2,0,34,17377.45285,93478,13138.1386168,1182.68371099,388,15
1131,"男","31~40岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"地铁",1243497.7,0,66,11062.69215,72170,12670.8997995,24680.3287841,581,5
1132,"男","31~40岁","博士及以上","伴侣同住","2 ~ 3万元",25000,"步行",5325170.4,544.327282,32,6638.862569,93478,1063.85951722,12111.4278862,1182,54
1133,"男","31~40岁","硕士","与父母同住","2 ~ 3万元",25000,"私家车",7202457.9,1073.281967,83,11622.8917,84770,10414.9735705,7902.1920613,736,36
1134,"男","41~50岁","高中及以下","三代及以上同住","7000元以下",3500,"私家车",4450446,528.7011031,50,16475.48566,53454,16924.0324555,28431.9547813,597,20
1135,"男","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"公交车",1409826,566.03539,69,15290.03336,84666,9887.91091315,13949.3649206,865,18
1136,"女","41~50岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"私家车",5839390.3,554.3543288,81,11669.44116,93478,6197.22656868,7183.67477993,603,36
1137,"女","41~50岁","本科（大专）","伴侣携子女","5万元以上",60000,"单位班车/配车",0,338.8264911,265,2058.375959,96949,6424.71865886,17746.0034318,1805,77
1138,"男","31~40岁","博士及以上","伴侣携子女","1 ~ 2万元",15000,"地铁",5163056.5,691.4637748,90,6835.145457,84770,11762.8563284,18819.7333404,2757,282
1139,"女","31~40岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"地铁",3545519.3,290.025542,98,14704.37103,93478,12634.3475521,5985.13159201,924,25
1140,"男","31~40岁","本科（大专）","独居","1 ~ 2万元",15000,"地铁",848690.7,996.5331471,18,16580.82001,53454,17569.21914,29289.9455231,848,24
1141,"男","51~60岁","硕士","伴侣携子女","2 ~ 3万元",25000,"私家车",5086945.5,488.8674567,120,6715.158987,93478,1538.49884865,10535.674797,1352,69
1142,"男","31~40岁","博士及以上","伴侣同住","1 ~ 2万元",15000,"地铁",3803428.2,446.7402448,239,11237.71844,84770,13904.0158822,16042.8399699,1537,111
1143,"男","31~40岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"地铁",3427468.4,397.4039221,120,20162.49406,49695,25772.444657,32854.7106868,850,14
1144,"男","31~40岁","本科（大专）","伴侣携子女","2 ~ 3万元",25000,"私家车",3443188.6,1435.570322,17,19065.26734,56075,17827.3768736,10269.1395317,625,4
1145,"男","31~40岁","本科（大专）","独居","1 ~ 2万元",15000,"公交车",1745053.2,879.7497123,60,16248.86458,84770,21606.3771005,27920.546325,915,35
1146,"女","18~30岁","硕士","伴侣同住","7000元以下",3500,"地铁",2566416.6,1047.142453,144,19668.07939,56075,17133.0638194,7016.58137314,1081,18
1147,"女","51~60岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"自行车/电动自行车",4897180.2,639.8870239,117,4026.324577,96949,1734.07329079,13242.6269718,1572,115
1148,"男","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"公交车",723366.6,3734.870652,49,17594.84279,84770,21361.5504906,23445.7450228,366,1
1149,"男","31~40岁","本科（大专）","伴侣同住","7000元 ~ 1万元",8500,"地铁",2625420.6,948.5107627,90,23397.78994,49695,29117.9014312,36851.9627017,772,15
1150,"男","31~40岁","本科（大专）","独居","7000元以下",3500,"地铁",1982250.6,0,198,4876.388506,89804,9021.3496012,16050.7888931,2659,240
1151,"女","18~30岁","硕士","伴侣同住","1 ~ 2万元",15000,"地铁",3191106.6,810.2775693,133,17336.68322,84666,11856.9333276,14489.4280094,864,18
1152,"女","18~30岁","本科（大专）","独居","1 ~ 2万元",15000,"地铁",1281772.8,0,47,8690.224123,72170,5469.45867831,16213.4901574,1305,27
1153,"男","18~30岁","本科（大专）","伴侣同住","7000元以下",3500,"地铁",1369473.6,1038.055927,76,20441.17255,49695,25964.3049823,32576.292798,897,15
1154,"男","31~40岁","本科（大专）","独居","3 ~ 5万元",40000,"私家车",612143.4,2271.056532,11,15928.49497,72170,15384.634976,26406.9997794,336,0
1155,"男","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"地铁",3431406,117.6536681,278,6262.522424,84770,11895.458285,20600.6472945,3010,289
1156,"男","18~30岁","本科（大专）","伴侣携子女","1 ~ 2万元",15000,"地铁",217231.75,2691.341134,29,23167.85781,56075,21263.8570509,11526.9579527,175,1
1157,"女","31~40岁","本科（大专）","三代及以上同住","2 ~ 3万元",25000,"私家车",4539011.4,732.4863818,37,18520.40271,56075,15655.4780262,5268.58075367,741,41
1158,"男","31~40岁","本科（大专）","与父母同住","3 ~ 5万元",40000,"自行车/电动自行车",3917043.9,668.5379848,56,18914.53483,56075,17420.1161897,9445.93029915,796,13
1159,"男","18~30岁","本科（大专）","独居","1 ~ 2万元",15000,"自行车/电动自行车",1016875.2,3744.408779,25,23293.77948,56075,22921.8048787,15853.4794657,412,2
1160,"男","31~40岁","本科（大专）","伴侣同住","2 ~ 3万元",25000,"地铁",2388130.8,803.5290598,35,17789.29613,56075,17740.3434408,12771.5899917,1013,21
1161,"男","31~40岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"自行车/电动自行车",2746616.4,827.5892413,101,20203.15772,56075,18038.5172255,8447.07027684,1006,17
1162,"女","41~50岁","本科（大专）","与父母同住","1 ~ 2万元",15000,"公交车",4978056.6,449.2791104,115,6463.071928,84770,8726.92631065,13532.990376,1859,101
1163,"女","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"自行车/电动自行车",712958.4,1622.223092,31,15902.23423,93478,12171.2671041,1373.26102952,656,46
1164,"男","31~40岁","本科（大专）","伴侣同住","3 ~ 5万元",40000,"私家车",3151427.4,801.3400734,96,14109.68499,84666,8931.4146415,14491.5220233,832,14
1165,"男","18~30岁","本科（大专）","独居","1 ~ 2万元",15000,"出租车/网约车",1005638.7,279.1086744,102,17370.44079,56075,17174.3514196,12114.0781205,939,17
1166,"男","31~40岁","本科（大专）","与父母同住","1 ~ 2万元",15000,"地铁",3398877.9,272.2638973,94,19064.03843,53454,19939.3728243,31544.0825517,1058,13
1167,"男","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"地铁",1267830.3,0,99,18341.42907,56075,16595.8666869,8372.71642316,1078,18
1168,"女","31~40岁","硕士","伴侣同住","3 ~ 5万元",40000,"私家车",3256638,144.5209798,132,14720.25403,84770,14800.9068566,11463.1171976,884,18
1169,"男","41~50岁","高中及以下","伴侣携子女","7000元以下",3500,"自行车/电动自行车",4093858.8,895.5338081,91,14424.51089,93478,11517.6025249,3853.05249284,837,39
1170,"女","31~40岁","本科（大专）","伴侣携子女","7000元 ~ 1万元",8500,"私家车",4325445.4,399.920032,34,15128.00306,93478,13103.2246106,6179.61045395,932,27
1171,"男","18~30岁","本科（大专）","与父母同住","7000元以下",3500,"公交车",4508083.8,770.8766105,109,18159.43848,84666,12688.1602149,15015.7166702,654,14
1172,"女","18~30岁","本科（大专）","独居","1 ~ 2万元",15000,"公交车",1118825.4,1741.965475,49,17786.36879,93478,13979.7852182,2130.30035716,437,38
1173,"男","31~40岁","本科（大专）","独居","7000元 ~ 1万元",8500,"地铁",717340.8,2993.895789,15,26624.86048,47594,23785.6456388,31476.9271445,395,9
1174,"男","18~30岁","本科（大专）","伴侣同住","2 ~ 3万元",25000,"地铁",4159042.8,201.151293,150,5534.31999,72170,10295.0194959,21653.8212683,1540,30
1175,"男","18~30岁","本科（大专）","与父母同住","1 ~ 2万元",15000,"步行",3296789.1,1739.582352,48,17301.8067,93478,13533.0875851,1838.63233553,485,42
1176,"男","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"自行车/电动自行车",1098929.7,1742.299521,50,17365.80014,93478,13594.8188062,1880.29270676,484,42
1177,"男","18~30岁","本科（大专）","伴侣同住","1 ~ 2万元",15000,"其他",5332846.2,365.392354,121,9184.914723,93478,6234.57767131,7127.28693745,2113,153
1178,"男","18~30岁","本科（大专）","独居","7000元 ~ 1万元",8500,"自行车/电动自行车",1098929.7,1742.299521,50,17365.80014,93478,13594.8188062,1880.29270676,484,42
1179,"男","18~30岁","硕士","伴侣携子女","1 ~ 2万元",15000,"公交车",3177256.6,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118
1180,"男","31~40岁","本科（大专）","独居","1 ~ 2万元",15000,"公交车",1312419.42857143,1124.108178,15,22720.05526,56075,19316.1176708,7522.41797483,565,8
1181,"男","31~40岁","硕士","三代及以上同住","2 ~ 3万元",25000,"自行车/电动自行车",4579274.7,1019.866442,14,18719.41409,56075,15542.1249432,4526.71644962,402,44
1182,"男","18~30岁","硕士","与父母同住","7000元 ~ 1万元",8500,"地铁",3367910.7,743.5815556,109,11213.27297,93478,5496.59948201,10715.7230175,814,22
1183,"女","18~30岁","本科（大专）","独居","1 ~ 2万元",15000,"私家车",688010.4,533.7488794,63,28155.23189,47594,26045.9275464,34686.7969724,458,7
1184,"女","31~40岁","本科（大专）","与父母同住","2 ~ 3万元",25000,"私家车",4539011.4,732.4863818,37,18520.40271,56075,15655.4780262,5268.58075367,741,41
